name,rating,comment
Bossa Nova on Sunset,4,"So good! Great spot :)

Interior:
Fav Bossa Nova spot over the other ones the vibe here just sets the tone

Food: 
Feijoada & Steak - Both very good! I..."
Bossa Nova on Sunset,2,I don't usually leave low reviews as I know how hard it could be for businesses especially after COVID but they can only improve the management for the...
Bossa Nova on Sunset,1,"So far my least favorite seating experience. Extremely Rude Host and Security at the door! This is a restaurant NOT A CLUB! 

After waiting in the cold was..."
Izakaya Osen - Los Angeles,5,NOTE TO SELF: just because this restaurant is located in Silver Lake does not mean I NEED to order the Silverlake roll. I did not like the Silverlake roll....
Izakaya Osen - Los Angeles,2,"My server was rude, I asked a question about a few of the rolls. She gave me a short answer and walked away. I told her I wanted something crunchy and spicy..."
Izakaya Osen - Los Angeles,5,"Walked in at 3:30pm Thursday without a reservation. Place was a bit empty. Service was okay.

- Blue Crab Uni Bowl 5/5
Comes with seaweed to make your own..."
Casablanca Moroccan kitchens,5,"I highly recommend this place, the food is excellent, the owners are very nice. Excellent service."
Casablanca Moroccan kitchens,5,"Outstanding!

I visited this place last night and I loved it. The staff was so friendly! I loved the layout of the restaurant. I really loved the decor and..."
Casablanca Moroccan kitchens,5,"Absolutely divine!

Walking in, I was skeptical, but I have absolutely zero regrets! The decor is stunningly gorgeous. The chef, Anise, relocated us into..."
The Local Moco,5,"The Local Moco is my favorite spot for AUTHENTIC Hawaiian/Filipino food. Everything tastes so delicious, flavorful, and authentic! If you're in Los Angeles,..."
The Local Moco,5,"Beginner's guide to The Local Moco!
. 
They use the kitchen out of Paper Tiger, so you're going to enter the parking lot from Western Ave right before..."
The Local Moco,5,"Wow! Wow! Wow!

There's nothing like The Local Moco!! This is some of the BEST Hawaiian Food I've eaten! The Loco Moco, the Kalua pig, pepper water, Mac..."
PASTA e PASTA by Allegro,5,"Visited on Sunday for dinner. I had a party of 4 and had to wait about 20 min to be seated. Yelp waitlist was used to do so. 

I ordered the mentai pasta..."
PASTA e PASTA by Allegro,4,"ambiance -- 
essentially a hole in the wall restaurant, there's a good amount of seat as and bar seating area in front of the kitchen but it's still limited..."
PASTA e PASTA by Allegro,5,"We are here awhile ago!
It's a great place for pasta. 

You wouldn't think a place in Japantown has good pasta -- but you will be mistaken!!

The service is..."
Mama Shelter Rooftop Bar,4,"Visited Mama Shelter the other weekend, and was thoroughly impressed with the entire experience. This restaurant has a great atmosphere and stunning scenic..."
Mama Shelter Rooftop Bar,3,"This place has a very colorful vibrant atmosphere with a clear view of West Hollywood Hills. Come for the vibes, maybe drinks and apps only because the food..."
Mama Shelter Rooftop Bar,4,"I stopped by for their happy hour with a friend and really enjoyed the ambiance. They were playing super fun music, and said that we could stay for a comedy..."
Mr. T,5,"Top notch food, beautiful atmosphere and excellent service. We had the scallop salad, the   stuffed mushrooms, the short ribs and the fried cornish hen. All..."
Mr. T,5,"If you're looking for some seriously good eats, look no further than Mr. T! This West Hollywood gem is serving up some seriously delicious food with a side..."
Mr. T,4,I arrived and had no problem finding street parking close by.   I noticed that there were signs for Valet Parking.   We were seated inside the dining room....
MIAN | 滋味小面,5,Great authentic Sichuan style Chinese in LA!  Nice to not have to schlep all the way out to the SGV for cuisine like this.  Very tasty noodles and some...
MIAN | 滋味小面,4,"Mian was a good addition to the West Adams area, especially since most people are used to all the good Chinese food being in the San Gabriel Valley or..."
MIAN | 滋味小面,3,Went to Mian for a midday lunch with friends on the weekend and there was plenty of seating. It's also easy to find parking in the area. You order your food...
Mes Amis,5,"We had a breadfast at Mes Amis last Sunday morning since we stayed in the hotel. It's a very pleasuable experince. 

The service is excellent! Our server is..."
Mes Amis,3,I was disappointed mostly in service with this place. Let me say that our server was very kind but I was frustrated with small things that added up for me....
Mes Amis,5,"An incredible dining experience. I had no expectations as I came with a few friends and didn't know anything about the restaurant before dining here. 

The..."
OTOTO,5,Quaint little sake bar located in Echo Park. This is Tsubaki's sister restaurant located right next door (will have to go there sometime)! They have a huge...
OTOTO,4,"A small restaurant on the side of the street. Great place for sake and Japanese food. 

My favorites in order:
Soft shell shrimp - my first time ever having..."
OTOTO,5,"I saw this spot on DineLA's Instagram with rosé sake and was very intrigued. So glad I tried it out because everything was SOOO good! 

We sat at a table..."
Saikai Ramen Bar,5,"Chicken Katsu Sandro & Mazemen!

Came in on a Monday night and was seated right away. People were slowly rolling in! 

Their katsu was delicious and their..."
Saikai Ramen Bar,5,"I want Saikai to remain unknown, so I can have it all to myself. 

No lines for quality ramen? Sign me up!
The sensible interior touches make for a..."
Saikai Ramen Bar,3,The food was okay definitely looks better in pictures! One server had a little bit of an attitude but the other ones were great! We ordered the bento boxes...
Pasta Sisters,5,"Delicious home made pasta and Italian food. You just can't go wrong ordering from this place. It's a little on the ""pricer"" side but is so worth it once you..."
Pasta Sisters,4,"he food is homemade and cooked to perfection, with generous portions that will satisfy any appetite. The menu features a range of classic Italian dishes,..."
Pasta Sisters,5,"Probably the most friendly staff I've encountered. Always attentive and treated each customer like a friend.

The pasta is made fresh and you can tell that..."
Taste of the Caribbean,5,This place is so good great vibes. Delicious food. Curry chicken and roti was fireeeee. 10/10 recommend.
Taste of the Caribbean,5,I really hope the chef is a man because I am in LOVE.  The soup soothed my soul and spoke to my body like Larenz Tate in Love Jones.  Perfect seasoning and...
Taste of the Caribbean,5,"The food was incredible. Everything was so delicious and flavorful! I was mad when my meal ended!  lol 
PS: The customer service was incredible! I can't say..."
Chadolpoong,5,My boyfriend and I go here nearly every week! We went for the first time last fall and every single time we have loved it! We have tried nearly all of the...
Chadolpoong,4,"I recently visited Cha Dol Poong in Koreatown, the sister restaurant to Woo Hyang Woo. The restaurant has a more casual and comforting vibe in comparison to..."
Chadolpoong,4,We got the intestines!! 4 stars because the service was kinda bad.. but the food made up for the service! It was so good!! We would definitely come back!...
La Pergoletta,5,"La Pergoletta is easily the most consistent Italian restaurant on the East Side. I've been here about 8 times, and every single time the service, the wine,..."
La Pergoletta,4,"We wandered in on a Sat night and asked for a table outside because we had our pup. They have a very cute patio. 
   
They were very very busy so we had to..."
La Pergoletta,4,"Very nice service, attentive and good recommendations. We ordered the stuffed gnocchi (cheese) with creamy pesto, the lasagne topped with creamy mushroom..."
TAO Asian Bistro,5,This Restaurant has Great Music Choice the staff is friendly love love the lemonade & the food was great.
TAO Asian Bistro,5,"First time at TAO , even tho we came on a busy day (day before Valentine's Day) service was amazing ! Trey took great care of us and was extremely kind !..."
TAO Asian Bistro,5,Tao is so good . Loved the manager Jasmine . Professional and super respectful
Ruen Pair,5,"This place is so fire! I've been here twice now, both on weekdays for dinner, and didn't have to wait. The restaurant is decently spacious and although it..."
Ruen Pair,1,"Background: My family and I are Laotian. We can speak Lao, Thai-Isaan, and Thai (this will play a part in the review). My family of 6 came in to dine on a..."
Ruen Pair,4,"Big Thai food fan here. My friend had raved about Ruen Pair, and it was indeed very tasty. We came in on a Saturday around dinner time, and there was..."
Honey Night,5,"Came here on a Friday Night and the vibrant vibes  among the customers and employees were so refreshing to see. The servers here were so attentive, nice,..."
Honey Night,5,"Tl;dr: good music, yummy Korean dishes, fun/loud vibes for a night out with friends 

I absolutely love gastropubs and and this place did not disappoint!!..."
Honey Night,5,"Great service- love the button under the table to request attention 
Fantastic food...uncommon menu 
Hip joint ...valet parking ...groovy music
Love it!"
Slurpin' Ramen Bar - Los Angeles,5,"Its good food, good service, nice ambiance, really good chashu bowl. And lollipops for free when u pay"
Slurpin' Ramen Bar - Los Angeles,5,If you're looking for a great ramen spot this is the one!! You build your own bowl and great friendly service!
Slurpin' Ramen Bar - Los Angeles,4,the spicy ramen with beef!!!!!! so good i went there with some friends everything so fresh amd its hard to find good asain cuisine in LA Forreal
Superba Food + Bread,5,I decided to check this place out after an industry insider raved about it. He couldn't have been more right! The food was incredible. It had a brilliant...
Superba Food + Bread,5,"Everything was BOMB 
Pancakes to die for! Very quick with the food orders!
Sooooooooo pretty inside"
Superba Food + Bread,5,"The new hot spot!

This is the place to be if you're an entertainment type. 

Cool vibe with classic decor! 

Food is great and people watching even better!..."
JOEY DTLA,5,So delish mmmm cauliflower great THE STEAK AND SUSHI IS AMAZING. Also the italian donuts are so good. Burger was good but not as good as the other things we...
JOEY DTLA,5,"Arrived on a Sunday afternoon, no wait. Great food, great ambiance. Even better Wings, steaks, espresso martinis! Thank you Chaste :)"
JOEY DTLA,5,"This is by far the best restaurant experience ever. The staff was amazing, specifically our server Jack. So kind. Honest to god this is an elite experience..."
Vernetti,4,"Came here for brunch on a Sunday around 11:30am with a friend and was seated immediately. The menu had a decent selection of dishes, mainly consisting of..."
Vernetti,2,"We live in the neighborhood and have been supporters of Vernetti since its opening, enjoying many celebrations, always with great food and service. During..."
Vernetti,3,"Service was outstanding, some of the best in LA. 

Ambience inside and out very pleasing   

FOOD! Extremely disappointing. Pork chop dry and over cooked...."
Fratelli Cafe,5,"This place is AMAZING!!! 
Loved the french toast croissant!
I will be coming here every weekend! 
Yaron is AWESOME!"
Fratelli Cafe,5,Delicious food! I love it and the omelette are super flavorful which I'm surprised I loved it because I'm not an omelette person but the pictures on yelp...
Fratelli Cafe,5,Amazing service by Leon and staff. Food is always amazing and my go to spot for brunch during weekends. I recommend the senorita for the breakfast burrito.
Three Borders Brunch & Grill,5,"Chef Yanira won me over. You can't help but love her with her exuberant smile and presence.

The food ... oh man, the food is made to order and oh so damn..."
Three Borders Brunch & Grill,2,"Sadly, I wanted to enjoy a breakfast here, but I was shocked at the hidden up charges in the menu. Very hard to read a menu that has a lot of clutter to..."
Three Borders Brunch & Grill,4,"Don't miss this place! Some of the best food in Los Angeles but the location is easy to miss. 
Food is homemade, fresh and delicious!
The only reason we..."
Encanto Restaurant,5,Came here for dinner as well as drinks with friends and such a great vibe at this place. The place is dark with great music and really like the huge bar in...
Encanto Restaurant,4,"It is a dark restaurant with a large bar in the middle. I came on a Friday evening and we sat at the bar. The bartender was friendly. 

Drinks: I had a mai..."
Encanto Restaurant,4,"Was excited to check this place out with friends and we decided to take advantage of the small plate format to try a few different things. 

The flautas..."
Bacari Silverlake,5,Made a reservation here last Monday for my birthday and the experience was great as we walked in! We were greeted with a host accommodating to help out with...
Bacari Silverlake,3,This place serves small portions and the food it's t that great. Cocktails are great but getting a seat is not. Would not come back. Oh and it was pretty...
Bacari Silverlake,5,"Yelp said ""good for kids"", which was true except the kids menu food was not good. Ok, that's our mistake for not finding a sitter. 

The adult food was..."
Halgatteok LA,5,"Located in the Oxford Plaza, this ddukboki spot might be my favorite in Koreatown this far. This spot in Koreatown never stays for too long but I really..."
Halgatteok LA,2,"Hmm... I don't think this is worth $11...
$11(excluded tax) with only small portion of food.
Staff was very friendly, but the price was not at all.
Hope it..."
Halgatteok LA,5,"Outstanding Korean family restaurant.
We ordered mala style with garae ttoek, regular grandma original style with milttoek but you can make own your vegi or..."
Burnin' Shell,5,"If you're confused that this looks like DaeBuDo... you're not wrong! This is under new management so new name but same menu. 

Our group of 3 came here for..."
Burnin' Shell,5,"Recently, I had the pleasure of dining at a local korean seafood restaurant that specializes in seafood boils korean style. From start to finish, the..."
Burnin' Shell,5,"So it has been a name change from Dae Bu Do to Burnin' Shell!!

Brought my mother-in-law here for her birthday and was absolutely impressed with not only..."
Pijja Palace,5,"Anyone who knows me knows I love a good epicurean adventure, so when my friend told me about a new Indian sports bar opening on the Eastside, I quickly..."
Pijja Palace,5,"Pijja Palace is a hidden gem in the bustling city of Los Angeles. This cozy and inviting pizzeria offers a wide variety of delicious ""desi"" pizzas, salads,..."
Pijja Palace,4,My fiancé and I went on a busy Saturday night and we asked to sit at the bar instead of waiting 1.5 hours for a sit down table b/c we saw there were a...
Meteora,4,"This restaurant is beautiful. Truly worth it for the experience and ambiance. They have a prix fixe menu, I believe $75 per person. 
The starters which was..."
Meteora,3,"This place looks like paradise for birds. I honestly thought the layout was a bit strange--not as cool as pictures paint it out to be.

I will say the..."
Meteora,3,"This ambitious follow-up to Michelin-starred Vespertine is probably the most ""LA"" of this city's fine dining establishments. From a nest-like entrance (it..."
Ggor Ghap Kimbob,5,"Stopped by here after visiting one of the other shops in the plaza, and its a restaurant specializing in kimbob and serving rice cakes and udon. 
I ordered..."
Ggor Ghap Kimbob,5,"The food here is incredible! If you're looking for Korean kimbap rolls, this is the spot for you! The rolls are made beautifully and loaded with fresh..."
Ggor Ghap Kimbob,5,Another amazing restaurant made by Chef Kang! Love how he brought back the infamous food truck days Tteokpokki in this restaurant! Although we didn't try...
Woo Hyang Woo,5,"Ive been to kang hoe dong and quaters and this is the biggest difference. 

Guys... this place is amazing... different vibe from regular korean bbq ... meat..."
Woo Hyang Woo,5,"Just delightful.
Especially one of the workers, Alex, just was so friendly and super helpful, fast to service.

Overall, an amazing experience.
Definitely..."
Woo Hyang Woo,3,It's my first time at this place and their service was very welcoming. Our server Alex was great. He gave us great service and suggestions with what combos...
Bestia,5,I love anywhere with shared plates and normally Italian doesn't fall in that category so was pleasantly surprised when they were the style! I almost...
Bestia,4,"Finally got a reservation! I tried several years ago, but they were fully booked until like 10:00 PM on the day I wanted to go. It's much, much easier to..."
Bestia,5,Great experience at Bestia. Excellent service was delicious food. Be sure to make a reservation! The restaurant is huge and gets PACKED. Great vibe. Tucked...
Bavel,5,"This is one of my favorite restaurants in LA, which says a lot when there are so many great places to eat here--but Bavel is consistently excellent. Even..."
Bavel,5,"To be clear: this is not a quiet, candlelit restaurant. It's bright, music is thumping, the assembly line chefs are yelling at each other, and the service..."
Bavel,5,"Hands down my favorite restaurant in LA at the moment. This has been one of the hot spots for quite some months now, and it's totally worth it. That said,..."
LEE GA,5,I visited yesterday after seeing the Seok Pork ribs on their IG and they did not disappoint! The pork was so Juicy and perfectly marinated. We also order...
LEE GA,3,"I had morning special gal I tang today. I love their food, tastes are really good. Nearly perfect everything.
But Morning special, this thing is a joke...."
LEE GA,5,I took my girlfriend after seeing their noodle making machine on Instagram! We tried both Mul and Bibim and I recommend the Bibim Neang Myun! The broth one...
Rosaline,5,"Always love Rosaliné. The ceviche, paella, and drinks are delicious. Maura and Javi were amazing as our server and bartender. Made for the perfect double..."
Rosaline,5,"Holy moly is this an amazing restaurant! I had no idea of their existence till yesterday but they exceeded my expectations.

The restaurant itself is..."
Rosaline,4,"Really great scallops, seared with a sweet nearly raw center. The accompanying salad and grapefruit were quite complimentary. The seafood paella was..."
Otium,5,I Have been wanting to go to this restaurant for sometime now and what better time to go than on my 4th year anniversary! I am going to say this place was...
Otium,4,"I would like to start off by saying that Otium is a fine restaurant that serve wonderful, creative dishes which are absolutely fresh and delicious.  The..."
Otium,5,"Located in downtown LA, I've heard many good things about Otium, it's on the top 100 list in LA, and I even watched all of final table so of course I had to..."
Sol Agave - LA LIVE,3,Saw this place on TikTok on best brunches in LA and I read the reviews- I was super convince. Went today. It has a great ambiance and cultural aesthetic....
Sol Agave - LA LIVE,5,Always a great place to get fresh Mexican food. I love the fish tacos and my friends love the short rib!
Sol Agave - LA LIVE,5,this restaurant was the first one I tried in LA and it did not disappoint. a flight of margaritas reasonably price. the chile verde was to die for. the...
Pine & Crane DTLA,5,Great service and suggestions. The shrimp dumplings are fantastic and my daughter loved the beef roll. Nice ambiance. I recommend and would like to go back!
Pine & Crane DTLA,5,"It was my first time eating at Pine & Crane, and I loved it! It was easy to navigate the menu, the staff were more than willing to recommend menu items and..."
Pine & Crane DTLA,3,"Today I had the pleasure of dining at this restaurant after hearing so many great things about it.  The food was a little disappointing, but perhaps we..."
Kali Restaurant,5,I was recommended Kali by multiple people who highlighted the restaurant's unique fine dining dishes. Decided to come to Kali this past Saturday for a...
Kali Restaurant,3,"Service was great, the food was just okay and disappointing given the high price point. I went to celebrate my birthday on Christmas Eve so it was a holiday..."
Kali Restaurant,4,Made a reservation weeks in advance and we ended up being really late and they still accommodated us. Even though I called to let them know about the...
Sun Nong Dan,5,"First time here and it's the best!! 
Look for Mike he serves and has a lot of good recommendations if it's your first time. This is the best Korean spots in..."
Sun Nong Dan,5,"Huge portions, friendly staff. Open 24hrs what more can you like. Make sure to come with friends or plan to take some left overs"
Sun Nong Dan,5,"The food is soooo bomb especially the #25  10/10 I come back weekly for that and also the server Mike is probably the best server there, excellent customer..."
Kobawoo House,5,"So yummy!
Every foods are  light, clean and good.
I love this house, but too many peoples are waiting and small parking place."
Kobawoo House,5,"My friend took me here for my birthday. Wow! She sure knows how to pick a great place!

I absolutely loved the food. I let my friend do the ordering because..."
Kobawoo House,4,The Banchan at this place is delicious.   But save some room in your stomach for the Bossam. The Bossam is a pork belly dish that consist of cabbage used...
Little Jewel of New Orleans,5,"I went for one thing and one thing only--to check out their muffuletta sandwich. (A muffuletta is a type of Italian sandwich, developed in New Orleans, with..."
Little Jewel of New Orleans,2,"Having tried other New Orleans cuisine in the area, I have to say that this place falls a little short on the flavoring. The fried shrimp po-boy was okay at..."
Little Jewel of New Orleans,4,"I mean, it's no New Orleans, but it's a really close reminder of the place. I haven't tried everything just yet, but the more iconic News Orleans foods were..."
Bottega Louie - WEHO,5,"Amazing!  First off, we were seated immediately and that is always a plus.  You all need to know the restrooms are on the right side facing the pastries...."
Bottega Louie - WEHO,3,Food was solid. Truffle pizza was delicious despite the burnt crust. Soufflé pancakes were exquisite. Portobello mushroom fries were excellent when warm but...
Bottega Louie - WEHO,4,Made a reservation to grab desserts and drinks on a Friday night. Service was friendly and attentive. I loved the decor and ambiance -  it was very clean...
Two Hommés,5,Two Hommes is located on the corner of La Brea Ave and Plymouth Ave next the Ralphs grocery store. It used to be Comfort LA. I heard great things from all...
Two Hommés,5,Went to the place before it closed and Hommés showed love best lamb chops I ever taste and the garlic noodles was pressure it's a must stop when your in Los...
Two Hommés,5,"After listening to the owners of this restaurant describe the food on their menu on The Fork Report (radio KFI 640 AM), I just knew I had to drive down to..."
Seabirds Kitchen - Los Feliz,5,"I'm not Vegan, but if I were, I'd be eating at Seabirds Kitchen every day!

The most delicious food and great presentation, the friendliest service, and a..."
Seabirds Kitchen - Los Feliz,4,"We're not vegan or even vegetarian for that matter, but the menu was interesting, and we decided to give it a try. 

I started with the corn chowder and it..."
Seabirds Kitchen - Los Feliz,1,"Lackluster evening 




Had a very unpleasant night at Seabirds. First time ever going. Was there to celebrate my birthday with friends and wanted to make..."
H&H Brazilian Steakhouse Downtown LA,5,"Had an outstanding meal at this place. The food and service were absolutely terrific. Nice restaurant with a big patio out back to eat in. 

Started with..."
H&H Brazilian Steakhouse Downtown LA,5,"Loved the experience. First time and everything was great, from the atmosphere, food, price point, to service. Would have to say service was the gold star..."
H&H Brazilian Steakhouse Downtown LA,2,"The service was very good ..but in saying this the food was hit or miss .. some meats over done and cold while some fatty and others just right ..
They..."
Eat This Cafe,5,The service is really good. They came fast. And the food tasted amazing. The ambiance is ok but the place is very good.
Eat This Cafe,5,"This place was amazingly scrumptious, the only cure for my hangover was ofc bottomless mimosas and I as food I got chilaquiles. Bomb guys bomb!!! Highly..."
Eat This Cafe,5,Awesome food! Great service. Mimosas delicious. Our waiter was very attentive. Would definitely go back.
Chuncheon Dakgalbi Donghae Makguksu 2,5,"*OVERALL*
So happy there's a great place to get Dak Galbi (spicy chicken bbq) in Koreatown! This place is perfect to share food for group hangouts and if..."
Chuncheon Dakgalbi Donghae Makguksu 2,4,"A must try if you're looking for a Korean restaurant that specializes in a dish! 
We ordered 2 servings of their Dakgalbi for a party of 3 and it was..."
Chuncheon Dakgalbi Donghae Makguksu 2,4,"Newish place specializing in spicy chicken!  This is a meal for two!  Came here for lunch and definitely will be back.

Food +
Service +
Wine/Bar..."
Saltie Girl,5,I first heard about Saltie Girl from a friend who had her birthday dinner here with her husband. I received the official invite from another friend who...
Saltie Girl,4,"Great drinks and really good food. 

Things we got
Oysters - we tried 3 different varieties but really only liked one of them 
Day boat scallop - really..."
Saltie Girl,3,I wanted to try this place when it was in Boston but the line was too long. I assume like many popular restaurants that come to LA they went for swanky and...
Mirate,5,Our server Chris definitely served!!! Will be back just for him!! Had a great time drinks were amazing!
Mirate,5,"Great experience, the food was delicious especially the Fried Chicken Taco, Pork Belly Taco, and the Yucca Sucias! the Drink I ordered was soooo bomb it's..."
Mirate,5,"At Mirate, you can tell that staff take pride in their work, and to them, having dinner at Mirate isn't solely about the food--dining at Mirate is an..."
Mario's Peruvian & Seafood,5,The service pissed me off before I could even eat. I'm annoyed how some businesses are so unorganized with when it comes to waiting lists. I haven't even...
Mario's Peruvian & Seafood,4,"Came here this past Monday 3/13/2023 and husband ordered some yummy eats.
1) fried chicken pollo chiccharon - can't go wrong with fried chicken. The pieces..."
Mario's Peruvian & Seafood,3,Been coming to Mario's for over 15 years but the last few times the meat quality just keeps getting worse. Still has a great flavor but the meat in the lomo...
Gracias Madre - West Hollywood,5,"I've heard great things about this place, and finally decided to check it out!
Food was absolutely amazing! All vegan, very creative ways of executing both..."
Gracias Madre - West Hollywood,4,"Good food - good service - a bit hectic atmosphere.

But good. Not excellent. Good.

Chopped salad is excellent. Corn soup (seasonal) was exceptional."
Gracias Madre - West Hollywood,4,"I love the design of the restaurant from the entrance, to interior and bar and all the way back to the patio. 
One of the best spots for vegan food in LA...."
Seong Buk Dong,5,"Best soondoobu (tofu soup) in town. I come here on a weekly basis and order the same thing every time. 

Lunch or dinner, super solid meal"
Seong Buk Dong,1,It was ok got take out great service clean small place food was very so so and cold not sure why if they expected me to heat it up . $25 I'll never see...
Seong Buk Dong,2,"Not sure how to really describe this place. 

Food: 10/10 so freakin delicious and taste just like my grandma and mom's food from Korea 

Service: 1/10 

We..."
Negroni,5,"Delicious and super fun. Its a chic party with amazing cocktails, great food and great music!"
Negroni,5,"A great location for a date night! The ambience and drinks are absolutely amazing. Get the Spicy Lover!

The service is top notch and super communicative...."
Negroni,3,"I really wanted to love Negroni since it's a cute new addition to the neighborhood, but I felt like they were just missing the mark.

Came for a quick date..."
Hello Fish,5,Everything was A+. Amazing fresh sushi. Amazing service ! Hello fish is my new go to sushi spot!
Hello Fish,5,Came here last night for dinner with two of my girlfriends. First thing that stood out to me was the immediate service and acknowledgment by the staff. I...
Hello Fish,5,"After doing some research, we decided to make reservations at Hello Fish. Located discreetly in a shopping mall, this hidden gem will not disappoint. Valet..."
Juliet,5,"Everything we ate , gnocchi, endive salad , oysters, lamb chops, radishes , all great !!"
Juliet,5,The host girl with cute accent was very nice. She helped us a lot to sit inside. The ambiance is absolutely gorgeous. The food is excellent too! Def will...
Juliet,3,"Service was extremely slow, but after they served the mediocre food the server would hover by the table. I wanted to love this place, but would advice..."
LAVO Ristorante,5,"On a scale of 1 to 5, I would give Lavo an 8!

First of all, shhhhhhhh, this is the best kept secret in West Hollywood, as far as I can tell. Lavo should be..."
LAVO Ristorante,5,"Oh Lavo! Great place for dinner and lunch. Beautiful restaurant, no special menu for a big party which is a huge plus! 
This review is focused on lunch..."
LAVO Ristorante,5,"Really great restaurant with an extremely pretty vibe.

20 layer chocolate cate - amazing."
The Rooftop at The Wayfarer Downtown LA,5,First time coming and it was a great experience.  My husband and I did the Rooftop Executive Chef brunch experience and it was great!  Everything in the...
The Rooftop at The Wayfarer Downtown LA,2,"I recently visited Rooftop Wayfarer, a rooftop bar and restaurant, and unfortunately had a disappointing experience. While the view from the rooftop was..."
The Rooftop at The Wayfarer Downtown LA,2,Unfortunately we can't provide a positive review since this is the 2nd time we get charged more for food items than the price stated on the menu....
Here's Looking At You,4,"Weekday可以放心walk-in
虽然店小人多 但吧台位还是有的
valet parking真的加分很多
不用费神看酒单
直接告诉bartender喜欢的口味
飞速就会得到一杯自己想要的
不是小甜酒！！！
一入口就是浓郁的酒精
很惊喜 马上又要了第二杯
食物可以闭眼点
好吃 但不惊艳
下酒菜嘛 达标就好"
Here's Looking At You,5,"This place is amazing!!! We went on a special bday and it was the best idea ever. the service was completely impeccable, with super nice staff and very..."
Here's Looking At You,5,"Love the ambiance here, immediately when I came inside, it felt cozy and intimate. They had a booth along the side, a few tables in the middle and bar..."
Loupiotte Kitchen,5,First time coming here after an appointment at CHLA. Found it on Yelp and gave it a try. I love small cafes like this one. The atmosphere is warm and...
Loupiotte Kitchen,2,"I ordered the creamy polenta which was rich and creamy. Mushrooms added a nice texture contrast and the crispy poached egg was the cherry on top. 

We got a..."
Loupiotte Kitchen,2,Came here because of the great reviews and pictures about the polenta.  It was flavorless. My friend had a croque monsieur that was also just OK.  I asked...
Jail Joa,5,"I LOVE THIS PLACE! 

The servers are very friendly and attentive, the food is flavorful, and there is easy and affordable valet parking.

I've been here a..."
Jail Joa,4,"This place actually surprised me! We came here after a Kings game at the Staples Center cause we were craving some late night Korean bites. 

Although we..."
Jail Joa,5,Food/Drinks: Easily became one of my favorite casual bars in K-town because of the amazing food menu. My favorite dish had to be the salmon bowl (probably...
Home Restaurant - Los Feliz,5,"Had a nice dinner. Calamari appetizer was good, big portion.
Friend and I enjoyed our lime tequila pasta. Michelada was also good, not too spicy.

Great..."
Home Restaurant - Los Feliz,4,"ambiance --
a small restaurant that's literally a house. very comfy feel and has plenty of space for dining, just look for street parking and you're good!..."
Home Restaurant - Los Feliz,5,"We really enjoyed brunch here. We came around 10a on a Sunday without a reservation and was seated right away.

The service was super friendly and the..."
3rd Base LA,5,Been here a few times every time i've gone service has been great. Last time i was here i got Nacole as a waitress she was so sweet and recommended the...
3rd Base LA,5,"I don't know a thing about sports, but you can take me @3rdbasela anytime! If you're looking for an elevated sports-bar experience that is also reminiscent..."
3rd Base LA,1,"ambiance -- 
a decent size business in a busy area of LA, there is a lot but it's always full so just drive passed the restaurant and find meter parking in..."
Tu Madre - West Hollywood,5,The flavor of the tacos that I ordered were delicious along with the margaritas that we ordered! The waiters were attentive and made great suggestions.
Tu Madre - West Hollywood,5,"Great spot! I got the fried chicken tacos, pastrami, and crispy shrimp tacos. Everything was soo good. The fried chicken was my favorite. We got the pitcher..."
Tu Madre - West Hollywood,5,"I came here for the first time, and loved the atmosphere. Ask for Mariah, shes a baddie that will provide the best customer service ever. you will not be..."
HanShik Express,5,"Want a convenient yet super yummy Korean meal to eat at home? Follow me!

I picked:
1. Tteok ppoki aka spicy rice cake 
2. Kimchi fried rice 
3. Oven baked..."
HanShik Express,5,"How can you not like HanShik Express? This place is bound to keep you full for a while!  It was my first time here, so I decided to get all the bells and..."
HanShik Express,5,"I'm obsessed with Korean food and I'm just now discovering that I can try 10 different things in one meal?? 

This Korean fast food concept is genius..."
Night + Market Song,5,"This place is highly rated for a reason. I am definitely picky when it comes to Thai food and this place was amazing!

Nam Khao Tod/ Crispy rice salad- I..."
Night + Market Song,3,"Feels more nightclub than restaurant. I ate with my friend and at one point she was like ""I feel like my senses are being bombarded"". The music is kind of..."
Night + Market Song,3,"Not worth the hype at all. 
Food: nothing special.  The signature party wings are fine. They taste like any wings you can get at a Thai restaurant. Pad see..."
Ghost Sando Shop,5,Finally made it to Ghost Sando shop today! Gotta admit I saw the hype on TikTok and knew I need to try it myself. The shop itself is relatively small but...
Ghost Sando Shop,4,"I love a good sandwich but good sandwich shops are hard to find so when I found Ghost on Melrose I had to check it out. It's in the neighborhood!

This..."
Ghost Sando Shop,5,"Best sandwich spot in LA aside from Bay Cities, in my opinion. I have had a hard time finding a great sandwich spot in LA near me since E Sretto in dtla..."
Sanamluang Cafe Hollywood,5,My go to Thai restaurant when I'm in the LA area!! The food is delicious!! We only ordered 2 different dishes this time since we already ate dinner. Came...
Sanamluang Cafe Hollywood,4,"One of my friends I was travelling with really wanted to visit Thai Town since she is part Thai, so we were searching for a Thai restaurant in the area that..."
Sanamluang Cafe Hollywood,5,"This is one of my favorite places to eat when im in Claremont. They have so many items to choose from but my personal Fav is the chicken wings!

Ive never..."
Carlitos Gardel Argentine Steakhouse,5,"Hands down one of the best steakhouses in the country. Been coming to this place for years, and I've yet to try a single dish that isn't finger-sucking..."
